rank,id,token,delta,sign
36,135220,Ø¥Øµ,6.078125,+
37,142038,ãĤ·ãĥ§ãĥ¼,6.0703125,+
38,137120,Ø§ÙĦØªØ²,6.0546875,+
39,143746,Ø§ÙĦØ·Ø§Ø¦Ùģ,6.0390625,+
40,134622,ãĤĦãģ£ãģ±,6.02734375,+
41,141901,ĠTruyá»ģn,6.02734375,+
42,143072,Ø§Ø³ØªÙĤÙĦ,6.01171875,+
43,128111,ÙħØ¨Ø§Ø¯,5.9921875,+
44,138282,ÙħØ±Ø§Ùĥ,5.984375,+
45,143540,ãĤıãģĭãģ£ãģ¦,5.984375,+
46,142878,ØªØ£Ø³ÙĬ,5.96484375,+
47,141149,Ø£ÙĪØ±Ø§ÙĤ,5.9609375,+
48,140288,ĠGiáº¥y,5.9609375,+
49,141592,ØªÙĦÙģØ²ÙĬÙĪÙĨ,5.9453125,+
50,121183,åĹ«,5.9375,+
51,141792,ØªØ¸Ø§ÙĩØ±,5.9296875,+
52,143358,Ø£ÙĪØ¶Ø§Ø¹,5.890625,+
53,144234,ì¯¤,5.8828125,+
54,143218,Ø¹Ø§Ø·Ùģ,5.85546875,+
55,140943,ãģįãĤĮ,5.8515625,+
56,142959,ØªØ³ÙĪÙĬ,5.8515625,+
57,140573,ÙħÙĬØ§Ùĩ,5.84375,+
58,143074,ØªØŃØ¶,5.83984375,+
59,143927,ÙħÙĥÙĪÙĨ,5.828125,+
60,125844,Ø§ÙĤØªØµ,5.8203125,+
61,140708,ä½¿ãģĪ,5.8203125,+
62,138798,Ø¥ÙĬÙħ,5.77734375,+
63,143427,ÙħØ¯ÙĬØ±ÙĬØ©,5.7734375,+
64,135411,Ø§ÙĦØ£Ø±,5.765625,+
65,137969,ØªÙĨØ³ÙĬ,5.76171875,+
66,143349,Ø§ØŃØªÙħ,5.74609375,+
67,128150,Ø£Ø³ÙĦ,5.73828125,+
68,140345,ãģŁãģıãģªãģĦ,5.734375,+
69,141097,ãĤªãĥ¼ãĥĹ,5.734375,+
70,137230,ØªÙĪØ¬,5.7265625,+
71,142900,Ø§Ø³ØªÙģ,5.7265625,+
72,135953,ÙħØµØ§ÙĦØŃ,5.71875,+
73,140840,Ø£ØµÙĪÙĦ,5.71875,+
74,143470,Ø³ÙĤÙĪ,5.71484375,+
75,131463,ÙĨØªØ§Ø¦,5.70703125,+
76,138808,ĠØ§ÙĦØ¬ÙĩØ§,5.69140625,+
77,133467,ĠØ§ÙĦÙħØ±Ø£,5.68359375,+
78,132501,Ð±Ð»Ð°Ð³Ð¾,5.6640625,+
79,142774,ÙħÙĨØ§Ø²,5.65625,+
80,118651,ç¾İéºĹ,5.65625,+
81,134679,ãĥ¢ãĥĩ,5.64453125,+
82,141040,Ø£ÙĨØ¸,5.64453125,+
83,96035,ãģĤãĤĬãģĮãģ¨ãģĨãģĶãģĸ,5.640625,+
84,138768,Ø¥ØµØ¯,5.640625,+
85,140481,ãĥ¡ãĥĥ,5.640625,+
86,141270,Ø±ÙĬØ§Ø¶ÙĬ,5.63671875,+
87,134611,Ø§ÙĩØªÙħ,5.6328125,+
88,140127,Ø§ÙĦÙħØ¹Ø±ÙĪÙģ,5.6328125,+
89,138600,Ø£ÙģÙĥØ§Ø±,5.62890625,+
90,127326,ãĤĤãģ¡ãĤį,5.62890625,+
91,139655,Ø£ØŃÙĥØ§Ùħ,5.6171875,+
92,121599,åĻĺ,5.609375,+
93,141603,ãģ¦ãģĹãģ¾ãģ£ãģ¦,5.60546875,+
94,139250,ØªØ®ÙĦ,5.60546875,+
95,143326,ÙħÙĪØ§Ùģ,5.6015625,+
96,140147,ÙħÙĦØ§Ø¨,5.59375,+
97,144903,ëĤ¡,5.578125,+
98,143217,Ø¹Ø§Ø·,5.57421875,+
99,143560,Ø¥Ø¯Ø§Ø±,5.5703125,+
100,142257,ØªØ®Ø·ÙĬØ·,5.55859375,+
101,143399,ĠØ£ÙĨØŃ,5.5546875,+
102,127482,ĠØ§ÙĦØ£ÙħØ±ÙĬ,5.54296875,+
103,142346,Ø£ÙģÙĦ,5.5390625,+
104,135847,ÙħØ·ÙĦ,5.53515625,+
105,138730,Ø¥Ø¨Ø±,5.53125,+
106,135214,Ø¥ÙĨØ´,5.53125,+
107,144643,ì´Ľ,5.53125,+
108,143672,Ø¨Ø±Ø´,5.5234375,+
109,119172,çĺĭ,5.51953125,+
110,128028,å¤īãģĪ,5.5078125,+
111,136280,ãĥ¡ãĥ¼ãĤ«,5.49609375,+
112,143958,ĠHÃ´m,5.49609375,+
113,137356,ÙħÙĥØ§Ùģ,5.48828125,+
114,142715,ÑĤÑĢÐ°Ð´Ð¸,5.484375,+
115,134968,ĠmÅ©,5.48046875,+
116,116746,å¿ĥè£¡,5.4765625,+
117,132001,ãģĬé¡ĺ,5.47265625,+
118,143613,ãĥľãĥ¼ãĥī,5.47265625,+
119,135952,ÙħØµØ§ÙĦ,5.4609375,+
120,142226,ĠChiáº¿n,5.453125,+
121,132432,æ§ĺãĢħ,5.453125,+
122,140416,ãģķãģ¾ãģĸãģ¾,5.4453125,+
123,137644,ØªÙģØ³,5.44140625,+
124,141469,ÙģØ¹Ø§ÙĦÙĬ,5.4375,+
125,144348,ìĺ³,5.4296875,+
126,132546,ĠHÃ£,5.42578125,+
127,142623,ç´łæķµ,5.421875,+
128,142901,Ø§Ø³ØªÙģØ§Ø¯Ø©,5.421875,+
129,116998,åĵªè£¡,5.41015625,+
130,139849,ĠØµØº,5.3984375,+
131,144649,ê²ī,5.3984375,+
132,132251,Ø£Ø±Ø¨Ø¹,5.390625,+
133,136663,ÙħØªØ§Ø¨,5.38671875,+
134,141693,Ġê²ģ,5.3828125,+
135,135620,ĠÙĬÙĪÙĦ,5.37890625,+
136,133878,Ø£Ø³Ø¨,5.37109375,+
137,141188,ĠØ§ÙĦØ¯ÙĨÙĬ,5.37109375,+
138,134016,ĠØ£Ø«ÙĨ,5.3671875,+
139,136558,ÙħØ¯Ø§Ø±Ø³,5.36328125,+
140,135079,ãģĶç´¹,5.35546875,+
141,114863,æľīé»ŀ,5.34375,+
142,140078,ÙħÙĨØ¸Ùħ,5.33984375,+
143,135865,ĠØ±ÙħØ¶,5.33984375,+
144,136839,ÙħØ³ÙĦ,5.3359375,+
145,119859,åĳ¸,5.33203125,+
146,138136,ĠzwiÄħzku,5.328125,+
147,138254,ØªÙĪØ§Ø¬Ø¯,5.32421875,+
148,135929,ØªÙĥÙĨ,5.3203125,+
149,61975,'gc,5.3046875,+
150,139343,ÙħØ´Ø§Ø±ÙĥØ§Øª,5.3046875,+
151,144154,ìŀĥ,5.30078125,+
152,141120,ÙħØµÙĦ,5.30078125,+
153,143850,ĠØ§ÙĦØ¯ÙĬÙħÙĤØ±Ø§Ø·,5.30078125,+
154,137265,ĠPhá»¥,5.28515625,+
155,143401,ĠØ¯ÙħØ´,5.28125,+
156,144189,ìŀĬ,5.2734375,+
157,117518,çľĭèµ·ä¾Ĩ,5.26953125,+
158,117457,ä¸ĢéĤĬ,5.265625,+
159,145698,ëļ¤,5.26171875,+
160,134837,Ø²ÙĪØ§,5.2578125,+
161,136439,ĠkaÅ¼dym,5.2578125,+
162,127569,Ø§ÙĨØªØ®,5.25390625,+
163,144743,ìĻł,5.24609375,+
164,142296,ÙħØ³ØªØ«ÙħØ±,5.2421875,+
165,139209,ØªÙĤÙĦÙĬØ¯,5.2421875,+
166,130470,Ø¥Ø¶Ø§Ùģ,5.23046875,+
167,143683,ĠÙĨØ·,5.2265625,+
168,142003,ãģĮå§ĭãģ¾,5.2265625,+
169,140703,ĠmÃ³c,5.2265625,+
170,127666,ãģĻãģĶ,5.2265625,+
171,142393,Ġá»¦,5.22265625,+
172,118956,çķ¢ç«Ł,5.21875,+
173,139285,ÙħÙĤØ§Ø±,5.20703125,+
174,142259,ãĤ³ãĥ¼ãĥĴ,5.203125,+
175,143422,Ø¥ÙħÙĥØ§ÙĨÙĬØ©,5.19921875,+
176,113324,ä¸įåı¯æĢĿ,5.19921875,+
177,116808,è®ĵä»ĸ,5.1953125,+
178,143609,ÙħÙĨØ§ÙĤ,5.1953125,+
179,141211,ĠØ§ÙĦÙģÙĨØ¯,5.19140625,+
180,140366,ĠMáº·t,5.19140625,+
181,131580,ãĤ»ãĥķãĥ¬,5.1875,+
182,135723,Ø¹Ø¸ÙĬÙħ,5.18359375,+
183,141770,ĠThá»ĥ,5.18359375,+
184,142303,ĠÄĲá»ģ,5.1796875,+
185,112712,ä¹ĭåħ§å®¹,5.17578125,+
186,142090,ÙħØ¬ÙħÙĪØ¹Ø§Øª,5.17578125,+
187,149742,ëĲĮ,5.171875,+
188,138280,ÙħÙĩØ±,5.171875,+
189,142435,ĠNháºŃn,5.171875,+
190,137231,ØªÙĪØ¬ÙĬÙĩ,5.16796875,+
191,144520,ìł¤,5.1640625,+
192,133448,ĠØ§ÙĦØ®Ùħ,5.1640625,+
193,118086,çį¸,5.16015625,+
194,142256,ØªØ®Ø·,5.16015625,+
195,127396,ÙħØ¤Ø³,5.15625,+
196,137282,ÙħØ²ÙĬØ¯,5.15625,+
197,144281,ê½¤,5.14453125,+
198,143405,ÙħØºØ±Ø¨,5.1328125,+
199,122877,ç¾ķ,5.1328125,+
200,141380,ĠCuá»Ļc,5.12890625,+
1,220,Ġ,-4.37890625,-
2,11,",",-3.599609375,-
3,320,Ġ(,-3.595703125,-
4,198,Ċ,-3.591796875,-
5,16,1,-3.296875,-
6,13,.,-3.296875,-
7,17,2,-3.087890625,-
8,304,Ġin,-2.841796875,-
9,12,-,-2.841796875,-
10,7,(,-2.83984375,-
11,4102,Âł,-2.755859375,-
12,62,_,-2.736328125,-
13,1940,âĢ¦,-2.720703125,-
14,15,0,-2.537109375,-
15,2293,âĢĶ,-2.5234375,-
16,14,/,-2.482421875,-
17,25,:,-2.447265625,-
18,89478,âĢ¦Ċ,-2.4375,-
19,151643,<|endoftext|>,-2.3515625,-
20,30,?,-2.345703125,-
21,1112,...,-2.287109375,-
22,323,Ġand,-2.279296875,-
23,481,Ġ-,-2.24609375,-
24,18,3,-2.21484375,-
25,9338,...Ċ,-2.193359375,-
26,624,.Ċ,-2.181640625,-
27,58,[,-2.177734375,-
28,438,Ġas,-2.177734375,-
29,311,Ġto,-2.154296875,-
30,369,Ġfor,-2.111328125,-
31,508,Ġ[,-2.1015625,-
32,19,4,-2.1015625,-
33,82,s,-2.083984375,-
34,389,Ġon,-2.08203125,-
35,75,l,-2.080078125,-
36,1036,ĠâĢľ,-2.076171875,-
37,378,âĢ,-2.0703125,-
38,26,;,-2.056640625,-
39,271,ĊĊ,-2.033203125,-
40,20,5,-2.02734375,-
41,659,Ġ.,-2.0078125,-
42,284,Ġ=,-1.99609375,-
43,9,*,-1.9931640625,-
44,4593,ĠâĢ¦,-1.98046875,-
45,2073,âĢľ,-1.9677734375,-
46,553,Ġby,-1.912109375,-
47,21,6,-1.8974609375,-
48,1959,ĠâĢĶ,-1.884765625,-
49,15692,âĢĭ,-1.875,-
50,1,"""",-1.853515625,-
51,330,"Ġ""",-1.837890625,-
52,67,d,-1.833984375,-
53,5760,ÂŃ,-1.8232421875,-
54,518,Ġat,-1.8203125,-
55,1154,"Ġ,",-1.806640625,-
56,716,Ġ_,-1.78125,-
57,66,c,-1.7744140625,-
58,23,8,-1.771484375,-
59,7646,??,-1.763671875,-
60,50,S,-1.7626953125,-
61,1406,ĊĊĊ,-1.7626953125,-
62,296,Ġm,-1.7548828125,-
63,715,ĠĊ,-1.740234375,-
64,504,Ġfrom,-1.7353515625,-
65,448,Ġwith,-1.7333984375,-
66,264,Ġa,-1.73046875,-
67,0,!,-1.728515625,-
68,22,7,-1.7275390625,-
69,24,9,-1.712890625,-
70,32,A,-1.7060546875,-
71,279,Ġthe,-1.697265625,-
72,68,e,-1.6806640625,-
73,65,b,-1.67578125,-
74,6,',-1.673828125,-
75,315,Ġof,-1.6669921875,-
76,83,t,-1.6650390625,-
77,85,v,-1.658203125,-
78,358,ĠI,-1.65234375,-
79,76,m,-1.6513671875,-
80,51,T,-1.6474609375,-
81,14777,ä¸Ģ,-1.6162109375,-
82,28,=,-1.607421875,-
83,334,**,-1.6005859375,-
84,608,Ġ/,-1.59765625,-
85,79,p,-1.587890625,-
86,14053,âĢ¦âĢ¦,-1.580078125,-
87,258,in,-1.580078125,-
88,537,Ġnot,-1.5791015625,-
89,362,ĠA,-1.578125,-
90,8,),-1.5712890625,-
91,77,n,-1.5703125,-
92,902,Ġno,-1.564453125,-
93,88,y,-1.5576171875,-
94,374,Ġis,-1.552734375,-
95,353,Ġ*,-1.541015625,-
96,313,--,-1.533203125,-
97,1365,ĠâĢĵ,-1.529296875,-
98,496,..,-1.529296875,-
99,308,Ġn,-1.5234375,-
100,600,Ġi,-1.521484375,-
101,356,ĠC,-1.5146484375,-
102,3070,Ġ**,-1.5107421875,-
103,384,Ġe,-1.498046875,-
104,59,\,-1.4912109375,-
105,5373,ãĢģ,-1.490234375,-
106,71,h,-1.48828125,-
107,328,ĠS,-1.4833984375,-
108,274,Ġs,-1.4736328125,-
109,2041,Ġwithout,-1.470703125,-
110,425,ĠB,-1.470703125,-
111,87,x,-1.4638671875,-
112,33,B,-1.4599609375,-
113,294,Ġd,-1.45703125,-
114,476,Ġor,-1.45703125,-
115,527,âĢĻ,-1.451171875,-
116,72,i,-1.447265625,-
117,326,Ġl,-1.4423828125,-
118,87896,âĢĭâĢĭ,-1.4375,-
119,27,<,-1.43359375,-
120,197,ĉ,-1.431640625,-
121,12210,***,-1.427734375,-
122,409,Ġde,-1.423828125,-
123,9909,ï¼Ī,-1.419921875,-
124,2503,Ġ...,-1.416015625,-
125,34,C,-1.4140625,-
126,256,ĠĠ,-1.4111328125,-
127,350,ĠT,-1.4072265625,-
128,773,Ġso,-1.40625,-
129,429,Ġthat,-1.4052734375,-
130,368,(),-1.404296875,-
131,2,#,-1.3974609375,-
132,259,Ġt,-1.3974609375,-
133,69,f,-1.3974609375,-
134,510,:Ċ,-1.3955078125,-
135,825,Ġone,-1.388671875,-
136,35,D,-1.3798828125,-
137,40,I,-1.376953125,-
138,84,u,-1.373046875,-
139,89,z,-1.37109375,-
140,305,Ġh,-1.37109375,-
141,671,Ġ#,-1.3681640625,-
142,63,`,-1.3642578125,-
143,854,âĢĿ,-1.3583984375,-
144,319,čĊ,-1.3505859375,-
145,422,ĠD,-1.3427734375,-
146,64,a,-1.33984375,-
147,1599,ĠX,-1.330078125,-
148,10205,Ġ[âĢ¦,-1.330078125,-
149,36,E,-1.3232421875,-
150,566,Ġhe,-1.3212890625,-
151,1773,ãĢĤ,-1.3193359375,-
152,281,Ġp,-1.3173828125,-
153,282,Ġf,-1.3173828125,-
154,70,g,-1.31640625,-
155,55,X,-1.3154296875,-
156,18493,åľ¨,-1.3095703125,-
157,386,ĠM,-1.3056640625,-
158,3837,ï¼Į,-1.3046875,-
159,89364,âĢĮ,-1.298828125,-
160,468,ĠE,-1.2958984375,-
161,366,Ġ<,-1.2900390625,-
162,549,Ġ:,-1.287109375,-
163,4142,âĢĵ,-1.28515625,-
164,43,L,-1.2841796875,-
165,393,ĠP,-1.279296875,-
166,501,Ġnew,-1.279296875,-
167,348,Ġv,-1.279296875,-
168,451,ĠN,-1.2783203125,-
169,472,ĠH,-1.2763671875,-
170,46,O,-1.2734375,-
171,86,w,-1.267578125,-
172,272,Ġc,-1.2646484375,-
173,13935,Â·,-1.2626953125,-
174,47,P,-1.2607421875,-
175,458,Ġan,-1.25390625,-
176,2308,ĠNo,-1.2490234375,-
177,78,o,-1.24609375,-
178,16628,æĸ°,-1.236328125,-
179,22441,ãĢĢ,-1.2333984375,-
180,12236,Ġ...Ċ,-1.2294921875,-
181,21894,æľ¬,-1.2265625,-
182,262,ĠĠĠ,-1.2138671875,-
183,609,Ġ&,-1.208984375,-
184,5434,âĢ¦ĊĊ,-1.20703125,-
185,937,Ġ?,-1.20703125,-
186,382,.ĊĊ,-1.205078125,-
187,646,Ġcan,-1.2001953125,-
188,430,****,-1.2001953125,-
189,45,N,-1.2001953125,-
190,9370,çļĦ,-1.1962890625,-
191,73,j,-1.1962890625,-
192,38,G,-1.1923828125,-
193,10,+,-1.1904296875,-
194,1294,[],-1.1748046875,-
195,400,Ġ$,-1.1728515625,-
196,18830,æľī,-1.1689453125,-
197,16744,æĸĩ,-1.166015625,-
198,33108,åĴĮ,-1.1630859375,-
199,444,ĠL,-1.162109375,-
200,293,Ġb,-1.158203125,-
